Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Bay City Waterworks,Trichloroacetic acid,0.576 ppb,0.1 ppb,
Bay City Waterworks,Barium,25.1 ppb,700 ppb,"2,000 ppb"
Bay City Waterworks,Bromoform,0.708 ppb,0.5 ppb,
Bay City Waterworks,Chromium (total),1.09 ppb,,100 ppb
Bay City Waterworks,Dichloroacetic acid,0.104 ppb,0.2 ppb,
Bay City Waterworks,Fluoride,0.125 ppm,,4 ppm
Bay City Waterworks,Manganese,1.72 ppb,100 ppb,
Bay City Waterworks,Mercury (inorganic),0.1000 ppb,1.2 ppb,2 ppb
Bay City Waterworks,Monochloroacetic acid,3.31 ppb,53 ppb,
Bay City Waterworks,Selenium,0.750 ppb,30 ppb,50 ppb
Bay City Waterworks,None,,,
Country Manor Apts,Arsenic,0.200 ppb,0.004 ppb,10 ppb
Country Manor Apts,Nitrate,4.19 ppm,0.14 ppm,10 ppm
Country Manor Apts,Nitrate and nitrite,3.93 ppm,0.14 ppm,10 ppm
Country Manor Apts,"Radium, combined (-226 &amp; -228)",1.45 pCi/L,0.05 pCi/L,5 pCi/L
Country Manor Apts,Barium,52.7 ppb,700 ppb,"2,000 ppb"
Country Manor Apts,Chromium (total),0.845 ppb,,100 ppb
Country Manor Apts,Fluoride,0.0950 ppm,,4 ppm
Country Manor Apts,Manganese,0.246 ppb,100 ppb,
Country Manor Apts,Selenium,0.200 ppb,30 ppb,50 ppb
Country Manor Apts,Silver,10.5 ppb,,
Country Manor Apts,None,,,
Ellsworth Water Department,Bromodichloromethane,5.96 ppb,0.06 ppb,
Ellsworth Water Department,Chloroform,48.2 ppb,0.4 ppb,
Ellsworth Water Department,Dichloroacetic acid,13.1 ppb,0.2 ppb,
Ellsworth Water Department,Haloacetic acids (HAA5)†,35.1 ppb,0.1 ppb,60 ppb
Ellsworth Water Department,Total trihalomethanes (TTHMs)†,61.9 ppb,0.15 ppb,80 ppb
Ellsworth Water Department,Trichloroacetic acid,22.1 ppb,0.1 ppb,
Ellsworth Water Department,Asbestos,0.87 MFL,,7 MFL
Ellsworth Water Department,Barium,1.34 ppb,700 ppb,"2,000 ppb"
Ellsworth Water Department,Fluoride,0.634 ppm,,4 ppm
Ellsworth Water Department,Manganese,2.90 ppb,100 ppb,
Ellsworth Water Department,Monochloroacetic acid,0.295 ppb,53 ppb,
Ellsworth Water Department,Nitrate,0.00429 ppm,0.14 ppm,10 ppm
Ellsworth Water Department,Nitrate and nitrite,0.00500 ppm,0.14 ppm,10 ppm
Ellsworth Water Department,None,,,
Plum City Care Center Nursing Home,Arsenic,0.510 ppb,0.004 ppb,10 ppb
Plum City Care Center Nursing Home,Nitrate,0.282 ppm,0.14 ppm,10 ppm
Plum City Care Center Nursing Home,"Radium, combined (-226 &amp; -228)",1.25 pCi/L,0.05 pCi/L,5 pCi/L
Plum City Care Center Nursing Home,Barium,40.0 ppb,700 ppb,"2,000 ppb"
Plum City Care Center Nursing Home,Fluoride,0.0840 ppm,,4 ppm
Plum City Care Center Nursing Home,Manganese,13.6 ppb,100 ppb,
Plum City Care Center Nursing Home,Nitrate and nitrite,0.260 ppm,0.14 ppm,10 ppm
Plum City Care Center Nursing Home,None,,,
Prescott Waterworks,Arsenic,0.710 ppb,0.004 ppb,10 ppb
Prescott Waterworks,Bromodichloromethane,0.587 ppb,0.06 ppb,
Prescott Waterworks,Dibromoacetic acid,0.726 ppb,0.04 ppb,
Prescott Waterworks,Dibromochloromethane,1.00 ppb,0.1 ppb,
Prescott Waterworks,Haloacetic acids (HAA5)†,0.994 ppb,0.1 ppb,60 ppb
Prescott Waterworks,Nitrate,6.15 ppm,0.14 ppm,10 ppm
Prescott Waterworks,Nitrate and nitrite,5.97 ppm,0.14 ppm,10 ppm
Prescott Waterworks,"Radium, combined (-226 &amp; -228)",2.67 pCi/L,0.05 pCi/L,5 pCi/L
Prescott Waterworks,Thallium,0.258 ppb,0.1 ppb,2 ppb
Prescott Waterworks,Total trihalomethanes (TTHMs)†,2.73 ppb,0.15 ppb,80 ppb
Prescott Waterworks,Uranium,2.47 pCi/L,0.43 pCi/L,20 pCi/L
Prescott Waterworks,"1,2,4-Trimethylbenzene",1.10 ppb,,
Prescott Waterworks,"1,3,5-Trimethylbenzene",0.960 ppb,,
Prescott Waterworks,Antimony,0.0217 ppb,1 ppb,6 ppb
Prescott Waterworks,Barium,26.0 ppb,700 ppb,"2,000 ppb"
Prescott Waterworks,Bromoform,0.844 ppb,0.5 ppb,
Prescott Waterworks,Chloroform,0.250 ppb,0.4 ppb,
Prescott Waterworks,Dichloroacetic acid,0.183 ppb,0.2 ppb,
Prescott Waterworks,Ethylbenzene,0.0744 ppb,300 ppb,700 ppb
Prescott Waterworks,Fluoride,0.728 ppm,,4 ppm
Prescott Waterworks,Manganese,95.0 ppb,100 ppb,
Prescott Waterworks,Selenium,0.367 ppb,30 ppb,50 ppb
Prescott Waterworks,Trichloroacetic acid,0.0845 ppb,0.1 ppb,
Prescott Waterworks,Xylenes (total),0.311 ppb,"1,800 ppb","10,000 ppb"
Prescott Waterworks,None,,,
Almena Waterworks,Bromodichloromethane,1.02 ppb,0.06 ppb,
Almena Waterworks,Chloroform,5.61 ppb,0.4 ppb,
Almena Waterworks,Dibromoacetic acid,0.0855 ppb,0.04 ppb,
Almena Waterworks,Dibromochloromethane,0.267 ppb,0.1 ppb,
Almena Waterworks,Haloacetic acids (HAA5)†,7.44 ppb,0.1 ppb,60 ppb
Almena Waterworks,Nitrate,1.95 ppm,0.14 ppm,10 ppm
Almena Waterworks,Nitrate and nitrite,1.28 ppm,0.14 ppm,10 ppm
Almena Waterworks,"Radium, combined (-226 &amp; -228)",2.08 pCi/L,0.05 pCi/L,5 pCi/L
Almena Waterworks,Total trihalomethanes (TTHMs)†,6.90 ppb,0.15 ppb,80 ppb
Almena Waterworks,Trichloroacetic acid,1.14 ppb,0.1 ppb,
Almena Waterworks,Aluminum,12.6 ppb,600 ppb,
Almena Waterworks,Barium,1.45 ppb,700 ppb,"2,000 ppb"
Almena Waterworks,Dichloroacetic acid,0.323 ppb,0.2 ppb,
Almena Waterworks,Fluoride,0.120 ppm,,4 ppm
Almena Waterworks,Manganese,128.0 ppb,100 ppb,
Almena Waterworks,Mercury (inorganic),0.1000 ppb,1.2 ppb,2 ppb
Almena Waterworks,Monochloroacetic acid,5.89 ppb,53 ppb,
Almena Waterworks,Selenium,0.500 ppb,30 ppb,50 ppb
Almena Waterworks,Uranium,0.43 pCi/L,0.43 pCi/L,20 pCi/L
Almena Waterworks,None,,,
Andersons Trailer Court,Arsenic,1.40 ppb,0.004 ppb,10 ppb
Andersons Trailer Court,Manganese,410.0 ppb,100 ppb,
Andersons Trailer Court,"Radium, combined (-226 &amp; -228)",2.71 pCi/L,0.05 pCi/L,5 pCi/L
Andersons Trailer Court,Barium,24.0 ppb,700 ppb,"2,000 ppb"
Andersons Trailer Court,Nitrate,0.0146 ppm,0.14 ppm,10 ppm
Andersons Trailer Court,None,,,
Barron Light & Water Department,Nitrate,0.400 ppm,0.14 ppm,10 ppm
Barron Light & Water Department,Nitrate and nitrite,0.288 ppm,0.14 ppm,10 ppm
Barron Light & Water Department,"Radium, combined (-226 &amp; -228)",1.70 pCi/L,0.05 pCi/L,5 pCi/L
Barron Light & Water Department,Barium,17.3 ppb,700 ppb,"2,000 ppb"
Barron Light & Water Department,"cis-1,2-Dichloroethylene",0.325 ppb,,70 ppb
Barron Light & Water Department,Fluoride,0.105 ppm,,4 ppm
Barron Light & Water Department,Manganese,53.3 ppb,100 ppb,
Barron Light & Water Department,Tetrachloroethylene (perchloroethylene),0.0200 ppb,0.06 ppb,5 ppb
Barron Light & Water Department,Thallium,0.0425 ppb,0.1 ppb,2 ppb
Barron Light & Water Department,None,,,
Cameron Waterworks,Nitrate,4.57 ppm,0.14 ppm,10 ppm
Cameron Waterworks,Nitrate and nitrite,3.83 ppm,0.14 ppm,10 ppm
Cameron Waterworks,"Radium, combined (-226 &amp; -228)",1.10 pCi/L,0.05 pCi/L,5 pCi/L
Cameron Waterworks,Barium,2.30 ppb,700 ppb,"2,000 ppb"
Cameron Waterworks,Chromium (total),1.06 ppb,,100 ppb
Cameron Waterworks,Fluoride,0.0880 ppm,,4 ppm
Cameron Waterworks,Manganese,1.95 ppb,100 ppb,
Cameron Waterworks,None,,,
Chetek Waterworks,Nitrate,2.41 ppm,0.14 ppm,10 ppm
Chetek Waterworks,Nitrate and nitrite,2.43 ppm,0.14 ppm,10 ppm
Chetek Waterworks,"Radium, combined (-226 &amp; -228)",0.93 pCi/L,0.05 pCi/L,5 pCi/L
Chetek Waterworks,Barium,6.48 ppb,700 ppb,"2,000 ppb"
Chetek Waterworks,Chromium (total),0.205 ppb,,100 ppb
Chetek Waterworks,Fluoride,0.113 ppm,,4 ppm
Chetek Waterworks,Manganese,1.15 ppb,100 ppb,
Chetek Waterworks,None,,,
Haugen Waterworks,Arsenic,4.35 ppb,0.004 ppb,10 ppb
Haugen Waterworks,Manganese,250.0 ppb,100 ppb,
Haugen Waterworks,"Radium, combined (-226 &amp; -228)",1.50 pCi/L,0.05 pCi/L,5 pCi/L
Haugen Waterworks,Total trihalomethanes (TTHMs)†,0.550 ppb,0.15 ppb,80 ppb
Haugen Waterworks,Barium,35.0 ppb,700 ppb,"2,000 ppb"
Haugen Waterworks,Chloroform,0.550 ppb,0.4 ppb,
Haugen Waterworks,Fluoride,0.0805 ppm,,4 ppm
Haugen Waterworks,Nitrate,0.0250 ppm,0.14 ppm,10 ppm
Haugen Waterworks,Nitrate and nitrite,0.0325 ppm,0.14 ppm,10 ppm
Haugen Waterworks,Toluene,0.0733 ppb,150 ppb,"1,000 ppb"
Haugen Waterworks,None,,,
Red Cedar Valley Estates Mobile Home Park,Nitrate,1.52 ppm,0.14 ppm,10 ppm
Red Cedar Valley Estates Mobile Home Park,Nitrate and nitrite,1.44 ppm,0.14 ppm,10 ppm
Red Cedar Valley Estates Mobile Home Park,"Radium, combined (-226 &amp; -228)",1.57 pCi/L,0.05 pCi/L,5 pCi/L
Red Cedar Valley Estates Mobile Home Park,Barium,2.32 ppb,700 ppb,"2,000 ppb"
Red Cedar Valley Estates Mobile Home Park,Fluoride,0.135 ppm,,4 ppm
Red Cedar Valley Estates Mobile Home Park,Selenium,0.400 ppb,30 ppb,50 ppb
Red Cedar Valley Estates Mobile Home Park,None,,,
Rice Lake Waterworks,Chromium (hexavalent),0.260 ppb,0.02 ppb,
Rice Lake Waterworks,Nitrate,1.06 ppm,0.14 ppm,10 ppm
Rice Lake Waterworks,Nitrate and nitrite,0.884 ppm,0.14 ppm,10 ppm
Rice Lake Waterworks,"Radium, combined (-226 &amp; -228)",0.92 pCi/L,0.05 pCi/L,5 pCi/L
Rice Lake Waterworks,Radon,"1,248.00 pCi/L",1.5 pCi/L,
Rice Lake Waterworks,Aluminum,2.80 ppb,600 ppb,
Rice Lake Waterworks,Barium,4.99 ppb,700 ppb,"2,000 ppb"
Rice Lake Waterworks,Chromium (total),0.296 ppb,,100 ppb
Rice Lake Waterworks,Di(2-ethylhexyl) phthalate,1.21 ppb,3 ppb,6 ppb
Rice Lake Waterworks,Fluoride,0.664 ppm,,4 ppm
Rice Lake Waterworks,Manganese,41.4 ppb,100 ppb,
Rice Lake Waterworks,Strontium,0.0699 ppb,"1,500 ppb",
Rice Lake Waterworks,Uranium,0.30 pCi/L,0.43 pCi/L,20 pCi/L
Rice Lake Waterworks,Vanadium,0.752 ppb,21 ppb,
Rice Lake Waterworks,None,,,
Gillett Waterworks,Arsenic,2.78 ppb,0.004 ppb,10 ppb
Gillett Waterworks,Bromodichloromethane,1.39 ppb,0.06 ppb,
Gillett Waterworks,Chloroform,3.36 ppb,0.4 ppb,
Gillett Waterworks,Dibromoacetic acid,0.258 ppb,0.04 ppb,
Gillett Waterworks,Dibromochloromethane,0.576 ppb,0.1 ppb,
Gillett Waterworks,Dichloroacetic acid,0.992 ppb,0.2 ppb,
Gillett Waterworks,Haloacetic acids (HAA5)†,2.13 ppb,0.1 ppb,60 ppb
Gillett Waterworks,"Radium, combined (-226 &amp; -228)",1.55 pCi/L,0.05 pCi/L,5 pCi/L
Gillett Waterworks,Total trihalomethanes (TTHMs)†,6.26 ppb,0.15 ppb,80 ppb
Gillett Waterworks,Trichloroacetic acid,0.876 ppb,0.1 ppb,
Gillett Waterworks,Barium,43.0 ppb,700 ppb,"2,000 ppb"
Gillett Waterworks,Fluoride,0.0838 ppm,,4 ppm
Gillett Waterworks,Manganese,22.0 ppb,100 ppb,
Gillett Waterworks,Nitrate,0.0213 ppm,0.14 ppm,10 ppm
Gillett Waterworks,Tetrachloroethylene (perchloroethylene),0.0667 ppb,0.06 ppb,5 ppb
Gillett Waterworks,None,,,
Habeck Mobile Home Park,"Radium, combined (-226 &amp; -228)",2.37 pCi/L,0.05 pCi/L,5 pCi/L
Habeck Mobile Home Park,Barium,21.8 ppb,700 ppb,"2,000 ppb"
Habeck Mobile Home Park,Fluoride,1.93 ppm,,4 ppm
Habeck Mobile Home Park,Nitrate,0.00467 ppm,0.14 ppm,10 ppm
Habeck Mobile Home Park,None,,,
Coleman Waterworks,Arsenic,0.520 ppb,0.004 ppb,10 ppb
Coleman Waterworks,Bromodichloromethane,1.48 ppb,0.06 ppb,
Coleman Waterworks,Cadmium,0.184 ppb,0.04 ppb,5 ppb
Coleman Waterworks,Chloroform,1.53 ppb,0.4 ppb,
Coleman Waterworks,Dibromoacetic acid,0.300 ppb,0.04 ppb,
Coleman Waterworks,Dibromochloromethane,1.22 ppb,0.1 ppb,
Coleman Waterworks,Dichloroacetic acid,0.487 ppb,0.2 ppb,
Coleman Waterworks,Haloacetic acids (HAA5)†,1.34 ppb,0.1 ppb,60 ppb
Coleman Waterworks,"Radium, combined (-226 &amp; -228)",4.72 pCi/L,0.05 pCi/L,5 pCi/L
Coleman Waterworks,Radon,517.55 pCi/L,1.5 pCi/L,
Coleman Waterworks,Total trihalomethanes (TTHMs)†,6.05 ppb,0.15 ppb,80 ppb
Coleman Waterworks,Trichloroacetic acid,0.452 ppb,0.1 ppb,
Coleman Waterworks,Aluminum,5.89 ppb,600 ppb,
Coleman Waterworks,Barium,107.4 ppb,700 ppb,"2,000 ppb"
Coleman Waterworks,Bromochloromethane,0.210 ppb,,
Coleman Waterworks,Bromoform,0.299 ppb,0.5 ppb,
Coleman Waterworks,Dichloromethane (methylene chloride),0.0392 ppb,4 ppb,5 ppb
Coleman Waterworks,Fluoride,0.0868 ppm,,4 ppm
Coleman Waterworks,Manganese,21.3 ppb,100 ppb,
Coleman Waterworks,Monobromoacetic acid,0.0983 ppb,25 ppb,
Coleman Waterworks,MTBE,0.0700 ppb,13 ppb,
Coleman Waterworks,Nitrate,0.0104 ppm,0.14 ppm,10 ppm
Coleman Waterworks,Nitrate and nitrite,0.0188 ppm,0.14 ppm,10 ppm
Coleman Waterworks,Uranium,0.30 pCi/L,0.43 pCi/L,20 pCi/L
Coleman Waterworks,None,,,
Marinette Waterworks,Arsenic,0.445 ppb,0.004 ppb,10 ppb
Marinette Waterworks,Bromodichloromethane,10.0 ppb,0.06 ppb,
Marinette Waterworks,Chloroform,40.7 ppb,0.4 ppb,
Marinette Waterworks,Chromium (hexavalent),0.158 ppb,0.02 ppb,
Marinette Waterworks,Dibromoacetic acid,0.176 ppb,0.04 ppb,
Marinette Waterworks,Dibromochloromethane,1.81 ppb,0.1 ppb,
Marinette Waterworks,Dichloroacetic acid,10.7 ppb,0.2 ppb,
Marinette Waterworks,Haloacetic acids (HAA5)†,27.2 ppb,0.1 ppb,60 ppb
Marinette Waterworks,Haloacetic acids (HAA9)†,33.7 ppb,0.06 ppb,
Marinette Waterworks,"Radium, combined (-226 &amp; -228)",1.40 pCi/L,0.05 pCi/L,5 pCi/L
Marinette Waterworks,Total trihalomethanes (TTHMs)†,53.8 ppb,0.15 ppb,80 ppb
Marinette Waterworks,Trichloroacetic acid,16.1 ppb,0.1 ppb,
Marinette Waterworks,Antimony,0.145 ppb,1 ppb,6 ppb
Marinette Waterworks,Barium,19.0 ppb,700 ppb,"2,000 ppb"
Marinette Waterworks,Bromochloromethane,0.0920 ppb,,
Marinette Waterworks,Bromoform,0.00417 ppb,0.5 ppb,
Marinette Waterworks,Chlorate,338.5 ppb,210 ppb,
Marinette Waterworks,Chromium (total),0.0875 ppb,,100 ppb
Marinette Waterworks,Cyanide,4.50 ppb,,200 ppb
Marinette Waterworks,Dichloromethane (methylene chloride),0.238 ppb,4 ppb,5 ppb
Marinette Waterworks,Ethylbenzene,0.772 ppb,300 ppb,700 ppb
Marinette Waterworks,Fluoride,0.724 ppm,,4 ppm
Marinette Waterworks,Manganese,8.56 ppb,100 ppb,
Marinette Waterworks,Molybdenum,0.128 ppb,40 ppb,
Marinette Waterworks,Monobromoacetic acid,0.0857 ppb,25 ppb,
Marinette Waterworks,Monochloroacetic acid,0.0444 ppb,53 ppb,
Marinette Waterworks,Nitrate,0.260 ppm,0.14 ppm,10 ppm
Marinette Waterworks,Nitrate and nitrite,0.230 ppm,0.14 ppm,10 ppm
Marinette Waterworks,Strontium,0.113 ppb,"1,500 ppb",
Marinette Waterworks,Vanadium,0.0901 ppb,21 ppb,
Marinette Waterworks,Xylenes (total),3.87 ppb,"1,800 ppb","10,000 ppb"
Marinette Waterworks,None,,,
Northland Mission,Arsenic,2.10 ppb,0.004 ppb,10 ppb
Northland Mission,Bromodichloromethane,1.70 ppb,0.06 ppb,
Northland Mission,Chloroform,1.90 ppb,0.4 ppb,
Northland Mission,Dibromoacetic acid,0.470 ppb,0.04 ppb,
Northland Mission,Dibromochloromethane,1.30 ppb,0.1 ppb,
Northland Mission,Haloacetic acids (HAA5)†,0.470 ppb,0.1 ppb,60 ppb
Northland Mission,Nitrate,2.43 ppm,0.14 ppm,10 ppm
Northland Mission,Nitrate and nitrite,1.96 ppm,0.14 ppm,10 ppm
Northland Mission,"Radium, combined (-226 &amp; -228)",0.52 pCi/L,0.05 pCi/L,5 pCi/L
Northland Mission,Total trihalomethanes (TTHMs)†,5.29 ppb,0.15 ppb,80 ppb
Northland Mission,Barium,42.0 ppb,700 ppb,"2,000 ppb"
Northland Mission,Bromoform,0.390 ppb,0.5 ppb,
Northland Mission,Manganese,5.10 ppb,100 ppb,
Northland Mission,Uranium,0.48 pCi/L,0.43 pCi/L,20 pCi/L
Northland Mission,None,,,
Peshtigo Waterworks,Bromodichloromethane,3.01 ppb,0.06 ppb,
Peshtigo Waterworks,Bromoform,1.46 ppb,0.5 ppb,
Peshtigo Waterworks,Chloroform,2.29 ppb,0.4 ppb,
Peshtigo Waterworks,Dibromoacetic acid,1.31 ppb,0.04 ppb,
Peshtigo Waterworks,Dibromochloromethane,3.19 ppb,0.1 ppb,
Peshtigo Waterworks,Dichloroacetic acid,1.41 ppb,0.2 ppb,
Peshtigo Waterworks,Haloacetic acids (HAA5)†,3.67 ppb,0.1 ppb,60 ppb
Peshtigo Waterworks,"Radium, combined (-226 &amp; -228)",3.88 pCi/L,0.05 pCi/L,5 pCi/L
Peshtigo Waterworks,Total trihalomethanes (TTHMs)†,13.0 ppb,0.15 ppb,80 ppb
Peshtigo Waterworks,Trichloroacetic acid,0.777 ppb,0.1 ppb,
Peshtigo Waterworks,"1,2,4-Trimethylbenzene",0.870 ppb,,
Peshtigo Waterworks,"1,3,5-Trimethylbenzene",0.367 ppb,,
Peshtigo Waterworks,Barium,28.2 ppb,700 ppb,"2,000 ppb"
Peshtigo Waterworks,Dichloromethane (methylene chloride),0.0286 ppb,4 ppb,5 ppb
Peshtigo Waterworks,Ethylbenzene,0.534 ppb,300 ppb,700 ppb
Peshtigo Waterworks,Fluoride,0.666 ppm,,4 ppm
Peshtigo Waterworks,Isopropylbenzene,0.220 ppb,,
Peshtigo Waterworks,Mercury (inorganic),0.00433 ppb,1.2 ppb,2 ppb
Peshtigo Waterworks,Monobromoacetic acid,0.167 ppb,25 ppb,
Peshtigo Waterworks,n-Propylbenzene,0.540 ppb,,
Peshtigo Waterworks,Nitrate,0.0234 ppm,0.14 ppm,10 ppm
Peshtigo Waterworks,Silver,0.203 ppb,,
Peshtigo Waterworks,tert-Butylbenzene,0.280 ppb,,
Peshtigo Waterworks,Xylenes (total),4.01 ppb,"1,800 ppb","10,000 ppb"
Peshtigo Waterworks,None,,,
Pound Waterworks,Arsenic,0.890 ppb,0.004 ppb,10 ppb
Pound Waterworks,Bromodichloromethane,1.05 ppb,0.06 ppb,
Pound Waterworks,Chloroform,0.922 ppb,0.4 ppb,
Pound Waterworks,Dibromoacetic acid,0.630 ppb,0.04 ppb,
Pound Waterworks,Dibromochloromethane,0.854 ppb,0.1 ppb,
Pound Waterworks,Dichloroacetic acid,1.60 ppb,0.2 ppb,
Pound Waterworks,Haloacetic acids (HAA5)†,2.73 ppb,0.1 ppb,60 ppb
Pound Waterworks,"Radium, combined (-226 &amp; -228)",4.55 pCi/L,0.05 pCi/L,5 pCi/L
Pound Waterworks,Total trihalomethanes (TTHMs)†,3.84 ppb,0.15 ppb,80 ppb
Pound Waterworks,Trichloroacetic acid,0.335 ppb,0.1 ppb,
Pound Waterworks,"1,2,4-Trichlorobenzene",0.217 ppb,5 ppb,70 ppb
Pound Waterworks,"1,2,4-Trimethylbenzene",0.860 ppb,,
Pound Waterworks,Barium,87.0 ppb,700 ppb,"2,000 ppb"
Pound Waterworks,Bromoform,0.160 ppb,0.5 ppb,
Pound Waterworks,Chromium (total),0.240 ppb,,100 ppb
Pound Waterworks,Ethylbenzene,0.513 ppb,300 ppb,700 ppb
Pound Waterworks,Fluoride,0.0650 ppm,,4 ppm
Pound Waterworks,Manganese,36.0 ppb,100 ppb,
Pound Waterworks,Monobromoacetic acid,0.160 ppb,25 ppb,
Pound Waterworks,n-Propylbenzene,0.260 ppb,,
Pound Waterworks,Nitrate,0.00800 ppm,0.14 ppm,10 ppm
Pound Waterworks,Silver,0.190 ppb,,
Pound Waterworks,Xylenes (total),2.93 ppb,"1,800 ppb","10,000 ppb"
Pound Waterworks,None,,,
Crandon Waterworks,Nitrate,2.37 ppm,0.14 ppm,10 ppm
Crandon Waterworks,Nitrate and nitrite,2.27 ppm,0.14 ppm,10 ppm
Crandon Waterworks,"Radium, combined (-226 &amp; -228)",1.50 pCi/L,0.05 pCi/L,5 pCi/L
Crandon Waterworks,Barium,29.5 ppb,700 ppb,"2,000 ppb"
Crandon Waterworks,Chromium (total),0.198 ppb,,100 ppb
Crandon Waterworks,Dichlorodifluoromethane,0.380 ppb,,
Crandon Waterworks,Dichloromethane (methylene chloride),0.150 ppb,4 ppb,5 ppb
Crandon Waterworks,Fluoride,0.0553 ppm,,4 ppm
Crandon Waterworks,Manganese,79.0 ppb,100 ppb,
Crandon Waterworks,Nitrite,0.00500 ppm,,1 ppm
Crandon Waterworks,None,,,
Laona Sanitary District,Bromodichloromethane,1.78 ppb,0.06 ppb,
Laona Sanitary District,Chloroform,14.4 ppb,0.4 ppb,
Laona Sanitary District,Dichloroacetic acid,0.735 ppb,0.2 ppb,
Laona Sanitary District,Haloacetic acids (HAA5)†,2.16 ppb,0.1 ppb,60 ppb
Laona Sanitary District,Nitrate,0.370 ppm,0.14 ppm,10 ppm
Laona Sanitary District,"Radium, combined (-226 &amp; -228)",1.93 pCi/L,0.05 pCi/L,5 pCi/L
Laona Sanitary District,Total trihalomethanes (TTHMs)†,20.7 ppb,0.15 ppb,80 ppb
Laona Sanitary District,Trichloroacetic acid,1.43 ppb,0.1 ppb,
Laona Sanitary District,Barium,16.6 ppb,700 ppb,"2,000 ppb"
Laona Sanitary District,Chromium (total),0.230 ppb,,100 ppb
Laona Sanitary District,Dibromochloromethane,0.146 ppb,0.1 ppb,
Laona Sanitary District,Fluoride,0.0771 ppm,,4 ppm
Laona Sanitary District,Nitrate and nitrite,0.254 ppm,0.14 ppm,10 ppm
Laona Sanitary District,None,,,
Wabeno Sanitary District 1,Arsenic,1.65 ppb,0.004 ppb,10 ppb
Wabeno Sanitary District 1,Nitrate,0.299 ppm,0.14 ppm,10 ppm
Wabeno Sanitary District 1,"Radium, combined (-226 &amp; -228)",2.10 pCi/L,0.05 pCi/L,5 pCi/L
Wabeno Sanitary District 1,Barium,11.0 ppb,700 ppb,"2,000 ppb"
Wabeno Sanitary District 1,Chromium (total),0.900 ppb,,100 ppb
Wabeno Sanitary District 1,Fluoride,0.213 ppm,,4 ppm
Wabeno Sanitary District 1,Manganese,16.8 ppb,100 ppb,
Wabeno Sanitary District 1,Nitrate and nitrite,0.237 ppm,0.14 ppm,10 ppm
Wabeno Sanitary District 1,None,,,
Appleton Waterworks,Arsenic,0.207 ppb,0.004 ppb,10 ppb
Appleton Waterworks,Bromodichloromethane,4.66 ppb,0.06 ppb,
Appleton Waterworks,Chloroform,32.7 ppb,0.4 ppb,
Appleton Waterworks,Chromium (hexavalent),0.414 ppb,0.02 ppb,
Appleton Waterworks,Dichloroacetic acid,13.4 ppb,0.2 ppb,
Appleton Waterworks,Haloacetic acids (HAA5)†,19.7 ppb,0.1 ppb,60 ppb
Appleton Waterworks,Haloacetic acids (HAA9)†,22.0 ppb,0.06 ppb,
Appleton Waterworks,Nitrate,0.580 ppm,0.14 ppm,10 ppm
Appleton Waterworks,Nitrate and nitrite,0.758 ppm,0.14 ppm,10 ppm
Appleton Waterworks,"Radium, combined (-226 &amp; -228)",1.40 pCi/L,0.05 pCi/L,5 pCi/L
Appleton Waterworks,Total trihalomethanes (TTHMs)†,37.6 ppb,0.15 ppb,80 ppb
Appleton Waterworks,Trichloroacetic acid,6.19 ppb,0.1 ppb,
Appleton Waterworks,Aluminum,19.8 ppb,600 ppb,
Appleton Waterworks,Barium,4.32 ppb,700 ppb,"2,000 ppb"
Appleton Waterworks,Chlorate,58.3 ppb,210 ppb,
Appleton Waterworks,Chromium (total),0.340 ppb,,100 ppb
Appleton Waterworks,Cyanide,4.50 ppb,,200 ppb
Appleton Waterworks,Dibromoacetic acid,0.0274 ppb,0.04 ppb,
Appleton Waterworks,Dibromochloromethane,0.165 ppb,0.1 ppb,
Appleton Waterworks,Fluoride,0.681 ppm,,4 ppm
Appleton Waterworks,Manganese,0.506 ppb,100 ppb,
Appleton Waterworks,Monobromoacetic acid,0.0158 ppb,25 ppb,
Appleton Waterworks,Monochloroacetic acid,0.109 ppb,53 ppb,
Appleton Waterworks,Strontium,0.0666 ppb,"1,500 ppb",
Appleton Waterworks,Vanadium,4.72 ppb,21 ppb,
Appleton Waterworks,None,,,
Grand Chute Tn San District 1,Arsenic*,0.207 ppb,0.004 ppb,10 ppb
Grand Chute Tn San District 1,Bromodichloromethane,4.47 ppb,0.06 ppb,
Grand Chute Tn San District 1,Chloroform,31.7 ppb,0.4 ppb,
Grand Chute Tn San District 1,Chromium (hexavalent),0.429 ppb,0.02 ppb,
Grand Chute Tn San District 1,Dichloroacetic acid,13.9 ppb,0.2 ppb,
Grand Chute Tn San District 1,Haloacetic acids (HAA5)†,20.3 ppb,0.1 ppb,60 ppb
Grand Chute Tn San District 1,Haloacetic acids (HAA9)†,23.7 ppb,0.06 ppb,
Grand Chute Tn San District 1,Nitrate*,0.580 ppm,0.14 ppm,10 ppm
Grand Chute Tn San District 1,Nitrate and nitrite*,0.758 ppm,0.14 ppm,10 ppm
Grand Chute Tn San District 1,"Radium, combined (-226 &amp; -228)*",1.40 pCi/L,0.05 pCi/L,5 pCi/L
Grand Chute Tn San District 1,Total trihalomethanes (TTHMs)†,36.3 ppb,0.15 ppb,80 ppb
Grand Chute Tn San District 1,Trichloroacetic acid,6.33 ppb,0.1 ppb,
Grand Chute Tn San District 1,Aluminum*,19.8 ppb,600 ppb,
