Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Aquarion Water - NH,Dibromoacetic acid,2.73 ppb,0.04 ppb,
Aquarion Water - NH,Dibromochloromethane,0.734 ppb,0.1 ppb,
Aquarion Water - NH,Haloacetic acids (HAA5)†,3.09 ppb,0.1 ppb,60 ppb
Aquarion Water - NH,Haloacetic acids (HAA9)†,10.3 ppb,0.06 ppb,
Aquarion Water - NH,Nitrate,1.67 ppm,0.14 ppm,10 ppm
Aquarion Water - NH,Perfluorooctanoic acid (PFOA),1.12 ppt,0.007 ppt,
Aquarion Water - NH,"Radium, combined (-226 &amp; -228)",0.92 pCi/L,0.05 pCi/L,5 pCi/L
Aquarion Water - NH,Total trihalomethanes (TTHMs)†,3.58 ppb,0.15 ppb,80 ppb
Aquarion Water - NH,Barium,20.8 ppb,700 ppb,"2,000 ppb"
Aquarion Water - NH,Bromoform,0.353 ppb,0.5 ppb,
Aquarion Water - NH,Chlorate,67.1 ppb,210 ppb,
Aquarion Water - NH,Chloroform,0.305 ppb,0.4 ppb,
Aquarion Water - NH,Chromium (total),0.105 ppb,,100 ppb
Aquarion Water - NH,Dichloroacetic acid,0.363 ppb,0.2 ppb,
Aquarion Water - NH,Fluoride,0.0180 ppm,,4 ppm
Aquarion Water - NH,Manganese,24.5 ppb,100 ppb,
Aquarion Water - NH,Perfluoroheptanoic acid (PFHPA),0.750 ppt,1 ppt,
Aquarion Water - NH,Perfluorohexane sulfonate (PFHXS),0.110 ppt,1 ppt,
Aquarion Water - NH,Perfluorooctane sulfonate (PFOS),0.617 ppt,1 ppt,
Aquarion Water - NH,Selenium,0.0440 ppb,30 ppb,50 ppb
Aquarion Water - NH,Strontium,0.190 ppb,"1,500 ppb",
Aquarion Water - NH,Uranium,0.47 pCi/L,0.43 pCi/L,20 pCi/L
Aquarion Water - NH,Vanadium,0.0110 ppb,21 ppb,
Aquarion Water - NH,None,,,
Bedford Hills/taconic Corr. Facilities,Bromodichloromethane,4.42 ppb,0.06 ppb,
Bedford Hills/taconic Corr. Facilities,Chloroform,42.5 ppb,0.4 ppb,
Bedford Hills/taconic Corr. Facilities,Dibromoacetic acid,0.0805 ppb,0.04 ppb,
Bedford Hills/taconic Corr. Facilities,Dibromochloromethane,0.308 ppb,0.1 ppb,
Bedford Hills/taconic Corr. Facilities,Dichloroacetic acid,10.4 ppb,0.2 ppb,
Bedford Hills/taconic Corr. Facilities,Haloacetic acids (HAA5)†,24.6 ppb,0.1 ppb,60 ppb
Bedford Hills/taconic Corr. Facilities,Nitrate,0.912 ppm,0.14 ppm,10 ppm
Bedford Hills/taconic Corr. Facilities,Nitrate and nitrite,0.912 ppm,0.14 ppm,10 ppm
Bedford Hills/taconic Corr. Facilities,Total trihalomethanes (TTHMs)†,47.3 ppb,0.15 ppb,80 ppb
Bedford Hills/taconic Corr. Facilities,Trichloroacetic acid,13.9 ppb,0.1 ppb,
Bedford Hills/taconic Corr. Facilities,Barium,41.6 ppb,700 ppb,"2,000 ppb"
Bedford Hills/taconic Corr. Facilities,Cyanide,0.818 ppb,,200 ppb
Bedford Hills/taconic Corr. Facilities,Fluoride,0.0191 ppm,,4 ppm
Bedford Hills/taconic Corr. Facilities,Manganese,1.05 ppb,100 ppb,
Bedford Hills/taconic Corr. Facilities,Monochloroacetic acid,0.125 ppb,53 ppb,
Bedford Hills/taconic Corr. Facilities,None,,,
Khal Adas Kashau,Bromodichloromethane,1.48 ppb,0.06 ppb,
Khal Adas Kashau,Chloroform,1.39 ppb,0.4 ppb,
Khal Adas Kashau,Dibromoacetic acid,0.425 ppb,0.04 ppb,
Khal Adas Kashau,Dibromochloromethane,1.52 ppb,0.1 ppb,
Khal Adas Kashau,Dichloroacetic acid,1.88 ppb,0.2 ppb,
Khal Adas Kashau,Haloacetic acids (HAA5)†,2.12 ppb,0.1 ppb,60 ppb
Khal Adas Kashau,Nitrate,0.628 ppm,0.14 ppm,10 ppm
Khal Adas Kashau,"Radium, combined (-226 &amp; -228)",0.94 pCi/L,0.05 pCi/L,5 pCi/L
Khal Adas Kashau,Total trihalomethanes (TTHMs)†,4.45 ppb,0.15 ppb,80 ppb
Khal Adas Kashau,Barium,68.0 ppb,700 ppb,"2,000 ppb"
Khal Adas Kashau,Bromoform,0.429 ppb,0.5 ppb,
Khal Adas Kashau,None,,,
Mount Kisco Water Department,Bromodichloromethane,8.31 ppb,0.06 ppb,
Mount Kisco Water Department,Chloroform,31.5 ppb,0.4 ppb,
Mount Kisco Water Department,Dibromochloromethane,1.89 ppb,0.1 ppb,
Mount Kisco Water Department,Dichloroacetic acid,11.4 ppb,0.2 ppb,
Mount Kisco Water Department,Haloacetic acids (HAA5)†,29.6 ppb,0.1 ppb,60 ppb
Mount Kisco Water Department,"Radium, combined (-226 &amp; -228)",2.29 pCi/L,0.05 pCi/L,5 pCi/L
Mount Kisco Water Department,Total trihalomethanes (TTHMs)†,41.8 ppb,0.15 ppb,80 ppb
Mount Kisco Water Department,Trichloroacetic acid,17.6 ppb,0.1 ppb,
Mount Kisco Water Department,Barium,93.3 ppb,700 ppb,"2,000 ppb"
Mount Kisco Water Department,Bromoform,0.0237 ppb,0.5 ppb,
Mount Kisco Water Department,Chlorate,104.9 ppb,210 ppb,
Mount Kisco Water Department,Chromium (hexavalent),0.0300 ppb,0.02 ppb,
Mount Kisco Water Department,Di(2-ethylhexyl) phthalate,0.0440 ppb,3 ppb,6 ppb
Mount Kisco Water Department,Fluoride,0.0475 ppm,,4 ppm
Mount Kisco Water Department,Manganese,38.5 ppb,100 ppb,
Mount Kisco Water Department,Molybdenum,0.117 ppb,40 ppb,
Mount Kisco Water Department,Monochloroacetic acid,0.624 ppb,53 ppb,
Mount Kisco Water Department,Strontium,0.105 ppb,"1,500 ppb",
Mount Kisco Water Department,Uranium,0.85 pCi/L,0.43 pCi/L,20 pCi/L
Mount Kisco Water Department,None,,,
796 Bedford Road Apartments,Bromodichloromethane,0.190 ppb,0.06 ppb,
796 Bedford Road Apartments,Haloacetic acids (HAA9)†,2.63 ppb,0.06 ppb,
796 Bedford Road Apartments,"Radium, combined (-226 &amp; -228)",2.23 pCi/L,0.05 pCi/L,5 pCi/L
796 Bedford Road Apartments,Total trihalomethanes (TTHMs)†,0.979 ppb,0.15 ppb,80 ppb
796 Bedford Road Apartments,Barium,34.8 ppb,700 ppb,"2,000 ppb"
796 Bedford Road Apartments,Bromoform,0.233 ppb,0.5 ppb,
796 Bedford Road Apartments,Chloroform,0.159 ppb,0.4 ppb,
796 Bedford Road Apartments,Di(2-ethylhexyl) phthalate,2.15 ppb,3 ppb,6 ppb
796 Bedford Road Apartments,Dibromochloromethane,0.198 ppb,0.1 ppb,
796 Bedford Road Apartments,Haloacetic acids (HAA5)†,0.167 ppb,0.1 ppb,60 ppb
796 Bedford Road Apartments,Manganese,105.6 ppb,100 ppb,
796 Bedford Road Apartments,Nitrate,0.139 ppm,0.14 ppm,10 ppm
796 Bedford Road Apartments,Nitrate and nitrite,0.140 ppm,0.14 ppm,10 ppm
796 Bedford Road Apartments,Nitrite,0.00111 ppm,,1 ppm
796 Bedford Road Apartments,Uranium,0.51 pCi/L,0.43 pCi/L,20 pCi/L
796 Bedford Road Apartments,None,,,
Danbury Water Department,Bromodichloromethane,9.35 ppb,0.06 ppb,
Danbury Water Department,Chlorate,520.0 ppb,210 ppb,
Danbury Water Department,Chloroform,29.7 ppb,0.4 ppb,
Danbury Water Department,Chromium (hexavalent),0.0768 ppb,0.02 ppb,
Danbury Water Department,Dibromoacetic acid,0.225 ppb,0.04 ppb,
Danbury Water Department,Dibromochloromethane,2.33 ppb,0.1 ppb,
Danbury Water Department,Dichloroacetic acid,8.49 ppb,0.2 ppb,
Danbury Water Department,Haloacetic acids (HAA5)†,21.3 ppb,0.1 ppb,60 ppb
Danbury Water Department,Haloacetic acids (HAA9)†,25.8 ppb,0.06 ppb,
Danbury Water Department,Total trihalomethanes (TTHMs)†,42.6 ppb,0.15 ppb,80 ppb
Danbury Water Department,Trichloroacetic acid,11.1 ppb,0.1 ppb,
Danbury Water Department,Barium,18.2 ppb,700 ppb,"2,000 ppb"
Danbury Water Department,Chromium (total),0.0124 ppb,,100 ppb
Danbury Water Department,Di(2-ethylhexyl) phthalate,0.188 ppb,3 ppb,6 ppb
Danbury Water Department,Fluoride,0.318 ppm,,4 ppm
Danbury Water Department,Manganese,14.6 ppb,100 ppb,
Danbury Water Department,Monobromoacetic acid,0.202 ppb,25 ppb,
Danbury Water Department,Monochloroacetic acid,0.359 ppb,53 ppb,
Danbury Water Department,Nitrate,0.115 ppm,0.14 ppm,10 ppm
Danbury Water Department,Nitrate and nitrite,0.120 ppm,0.14 ppm,10 ppm
Danbury Water Department,Nitrite,0.000808 ppm,,1 ppm
Danbury Water Department,Strontium,0.0706 ppb,"1,500 ppb",
Danbury Water Department,Vanadium,0.137 ppb,21 ppb,
Danbury Water Department,None,,,
Aquarion Water - NH,Arsenic,2.50 ppb,0.004 ppb,10 ppb
Aquarion Water - NH,Bromodichloromethane,0.498 ppb,0.06 ppb,
Aquarion Water - NH,Chromium (hexavalent),0.128 ppb,0.02 ppb,
Aquarion Water - NH,Dibromoacetic acid,2.73 ppb,0.04 ppb,
Aquarion Water - NH,Dibromochloromethane,0.734 ppb,0.1 ppb,
Aquarion Water - NH,Haloacetic acids (HAA5)†,3.09 ppb,0.1 ppb,60 ppb
Aquarion Water - NH,Haloacetic acids (HAA9)†,10.3 ppb,0.06 ppb,
Aquarion Water - NH,Nitrate,1.67 ppm,0.14 ppm,10 ppm
Aquarion Water - NH,Perfluorooctanoic acid (PFOA),1.12 ppt,0.007 ppt,
Aquarion Water - NH,"Radium, combined (-226 &amp; -228)",0.92 pCi/L,0.05 pCi/L,5 pCi/L
Aquarion Water - NH,Total trihalomethanes (TTHMs)†,3.58 ppb,0.15 ppb,80 ppb
Aquarion Water - NH,Barium,20.8 ppb,700 ppb,"2,000 ppb"
Aquarion Water - NH,Bromoform,0.353 ppb,0.5 ppb,
Aquarion Water - NH,Chlorate,67.1 ppb,210 ppb,
Aquarion Water - NH,Chloroform,0.305 ppb,0.4 ppb,
Aquarion Water - NH,Chromium (total),0.105 ppb,,100 ppb
Aquarion Water - NH,Dichloroacetic acid,0.363 ppb,0.2 ppb,
Aquarion Water - NH,Fluoride,0.0180 ppm,,4 ppm
Aquarion Water - NH,Manganese,24.5 ppb,100 ppb,
Aquarion Water - NH,Perfluoroheptanoic acid (PFHPA),0.750 ppt,1 ppt,
Aquarion Water - NH,Perfluorohexane sulfonate (PFHXS),0.110 ppt,1 ppt,
Aquarion Water - NH,Perfluorooctane sulfonate (PFOS),0.617 ppt,1 ppt,
Aquarion Water - NH,Selenium,0.0440 ppb,30 ppb,50 ppb
Aquarion Water - NH,Strontium,0.190 ppb,"1,500 ppb",
Aquarion Water - NH,Uranium,0.47 pCi/L,0.43 pCi/L,20 pCi/L
Aquarion Water - NH,Vanadium,0.0110 ppb,21 ppb,
Aquarion Water - NH,None,,,
South Norwalk Electric and Water,Bromodichloromethane,9.65 ppb,0.06 ppb,
South Norwalk Electric and Water,Chloroform,43.5 ppb,0.4 ppb,
South Norwalk Electric and Water,Dibromoacetic acid,0.255 ppb,0.04 ppb,
South Norwalk Electric and Water,Dibromochloromethane,1.95 ppb,0.1 ppb,
South Norwalk Electric and Water,Dichloroacetic acid,8.26 ppb,0.2 ppb,
South Norwalk Electric and Water,Haloacetic acids (HAA5)†,20.6 ppb,0.1 ppb,60 ppb
South Norwalk Electric and Water,Haloacetic acids (HAA9)†,18.4 ppb,0.06 ppb,
South Norwalk Electric and Water,Total trihalomethanes (TTHMs)†,56.5 ppb,0.15 ppb,80 ppb
South Norwalk Electric and Water,Trichloroacetic acid,12.7 ppb,0.1 ppb,
South Norwalk Electric and Water,Barium,42.5 ppb,700 ppb,"2,000 ppb"
South Norwalk Electric and Water,Bromoform,0.00882 ppb,0.5 ppb,
South Norwalk Electric and Water,Chlorate,112.8 ppb,210 ppb,
South Norwalk Electric and Water,Chromium (hexavalent),0.0353 ppb,0.02 ppb,
South Norwalk Electric and Water,Chromium (total),0.0967 ppb,,100 ppb
South Norwalk Electric and Water,Di(2-ethylhexyl) phthalate,0.380 ppb,3 ppb,6 ppb
South Norwalk Electric and Water,Fluoride,0.418 ppm,,4 ppm
South Norwalk Electric and Water,Manganese,8.38 ppb,100 ppb,
South Norwalk Electric and Water,Monobromoacetic acid,0.0400 ppb,25 ppb,
South Norwalk Electric and Water,Monochloroacetic acid,0.429 ppb,53 ppb,
South Norwalk Electric and Water,n-Propylbenzene,0.1000 ppb,,
South Norwalk Electric and Water,Nitrate,0.180 ppm,0.14 ppm,10 ppm
South Norwalk Electric and Water,Nitrate and nitrite,0.143 ppm,0.14 ppm,10 ppm
South Norwalk Electric and Water,Strontium,0.0734 ppb,"1,500 ppb",
South Norwalk Electric and Water,Vanadium,0.506 ppb,21 ppb,
South Norwalk Electric and Water,None,,,
Norwalk First Taxing District,Bromodichloromethane,3.04 ppb,0.06 ppb,
Norwalk First Taxing District,Chloroform,6.18 ppb,0.4 ppb,
Norwalk First Taxing District,Dibromochloromethane,0.800 ppb,0.1 ppb,
Norwalk First Taxing District,Haloacetic acids (HAA5)†,19.3 ppb,0.1 ppb,60 ppb
Norwalk First Taxing District,Haloacetic acids (HAA9)†,29.9 ppb,0.06 ppb,
Norwalk First Taxing District,Nitrate,0.387 ppm,0.14 ppm,10 ppm
Norwalk First Taxing District,Nitrate and nitrite,0.366 ppm,0.14 ppm,10 ppm
Norwalk First Taxing District,Total trihalomethanes (TTHMs)†,39.0 ppb,0.15 ppb,80 ppb
Norwalk First Taxing District,Barium,17.0 ppb,700 ppb,"2,000 ppb"
Norwalk First Taxing District,Chlorate,130.6 ppb,210 ppb,
Norwalk First Taxing District,Chromium (hexavalent),0.0216 ppb,0.02 ppb,
Norwalk First Taxing District,Chromium (total),0.0147 ppb,,100 ppb
Norwalk First Taxing District,Fluoride,0.592 ppm,,4 ppm
Norwalk First Taxing District,Manganese,105.5 ppb,100 ppb,
Norwalk First Taxing District,Strontium,0.0724 ppb,"1,500 ppb",
Norwalk First Taxing District,Vanadium,0.0260 ppb,21 ppb,
Norwalk First Taxing District,None,,,
Aquarion Water - NH,Arsenic,2.50 ppb,0.004 ppb,10 ppb
Aquarion Water - NH,Bromodichloromethane,0.498 ppb,0.06 ppb,
Aquarion Water - NH,Chromium (hexavalent),0.128 ppb,0.02 ppb,
Aquarion Water - NH,Dibromoacetic acid,2.73 ppb,0.04 ppb,
Aquarion Water - NH,Dibromochloromethane,0.734 ppb,0.1 ppb,
Aquarion Water - NH,Haloacetic acids (HAA5)†,3.09 ppb,0.1 ppb,60 ppb
Aquarion Water - NH,Haloacetic acids (HAA9)†,10.3 ppb,0.06 ppb,
Aquarion Water - NH,Nitrate,1.67 ppm,0.14 ppm,10 ppm
Aquarion Water - NH,Perfluorooctanoic acid (PFOA),1.12 ppt,0.007 ppt,
Aquarion Water - NH,"Radium, combined (-226 &amp; -228)",0.92 pCi/L,0.05 pCi/L,5 pCi/L
Aquarion Water - NH,Total trihalomethanes (TTHMs)†,3.58 ppb,0.15 ppb,80 ppb
Aquarion Water - NH,Barium,20.8 ppb,700 ppb,"2,000 ppb"
Aquarion Water - NH,Bromoform,0.353 ppb,0.5 ppb,
Aquarion Water - NH,Chlorate,67.1 ppb,210 ppb,
Aquarion Water - NH,Chloroform,0.305 ppb,0.4 ppb,
Aquarion Water - NH,Chromium (total),0.105 ppb,,100 ppb
Aquarion Water - NH,Dichloroacetic acid,0.363 ppb,0.2 ppb,
Aquarion Water - NH,Fluoride,0.0180 ppm,,4 ppm
Aquarion Water - NH,Manganese,24.5 ppb,100 ppb,
Aquarion Water - NH,Perfluoroheptanoic acid (PFHPA),0.750 ppt,1 ppt,
Aquarion Water - NH,Perfluorohexane sulfonate (PFHXS),0.110 ppt,1 ppt,
Aquarion Water - NH,Perfluorooctane sulfonate (PFOS),0.617 ppt,1 ppt,
Aquarion Water - NH,Selenium,0.0440 ppb,30 ppb,50 ppb
Aquarion Water - NH,Strontium,0.190 ppb,"1,500 ppb",
Aquarion Water - NH,Uranium,0.47 pCi/L,0.43 pCi/L,20 pCi/L
Aquarion Water - NH,Vanadium,0.0110 ppb,21 ppb,
Aquarion Water - NH,None,,,
Aquarion Water - NH,Arsenic,2.50 ppb,0.004 ppb,10 ppb
Aquarion Water - NH,Bromodichloromethane,0.498 ppb,0.06 ppb,
Aquarion Water - NH,Chromium (hexavalent),0.128 ppb,0.02 ppb,
Aquarion Water - NH,Dibromoacetic acid,2.73 ppb,0.04 ppb,
Aquarion Water - NH,Dibromochloromethane,0.734 ppb,0.1 ppb,
Aquarion Water - NH,Haloacetic acids (HAA5)†,3.09 ppb,0.1 ppb,60 ppb
Aquarion Water - NH,Haloacetic acids (HAA9)†,10.3 ppb,0.06 ppb,
Aquarion Water - NH,Nitrate,1.67 ppm,0.14 ppm,10 ppm
Aquarion Water - NH,Perfluorooctanoic acid (PFOA),1.12 ppt,0.007 ppt,
Aquarion Water - NH,"Radium, combined (-226 &amp; -228)",0.92 pCi/L,0.05 pCi/L,5 pCi/L
Aquarion Water - NH,Total trihalomethanes (TTHMs)†,3.58 ppb,0.15 ppb,80 ppb
Aquarion Water - NH,Barium,20.8 ppb,700 ppb,"2,000 ppb"
Aquarion Water - NH,Bromoform,0.353 ppb,0.5 ppb,
Aquarion Water - NH,Chlorate,67.1 ppb,210 ppb,
Aquarion Water - NH,Chloroform,0.305 ppb,0.4 ppb,
Aquarion Water - NH,Chromium (total),0.105 ppb,,100 ppb
Aquarion Water - NH,Dichloroacetic acid,0.363 ppb,0.2 ppb,
Aquarion Water - NH,Fluoride,0.0180 ppm,,4 ppm
Aquarion Water - NH,Manganese,24.5 ppb,100 ppb,
Aquarion Water - NH,Perfluoroheptanoic acid (PFHPA),0.750 ppt,1 ppt,
Aquarion Water - NH,Perfluorohexane sulfonate (PFHXS),0.110 ppt,1 ppt,
Aquarion Water - NH,Perfluorooctane sulfonate (PFOS),0.617 ppt,1 ppt,
Aquarion Water - NH,Selenium,0.0440 ppb,30 ppb,50 ppb
Aquarion Water - NH,Strontium,0.190 ppb,"1,500 ppb",
Aquarion Water - NH,Uranium,0.47 pCi/L,0.43 pCi/L,20 pCi/L
Aquarion Water - NH,Vanadium,0.0110 ppb,21 ppb,
Aquarion Water - NH,None,,,
Bethel Water Department,Bromodichloromethane,4.36 ppb,0.06 ppb,
Bethel Water Department,Chloroform,24.9 ppb,0.4 ppb,
Bethel Water Department,Dibromoacetic acid,0.383 ppb,0.04 ppb,
Bethel Water Department,Dibromochloromethane,2.04 ppb,0.1 ppb,
Bethel Water Department,Dichloroacetic acid,9.85 ppb,0.2 ppb,
Bethel Water Department,Haloacetic acids (HAA5)†,5.82 ppb,0.1 ppb,60 ppb
Bethel Water Department,Nitrate,1.04 ppm,0.14 ppm,10 ppm
Bethel Water Department,Nitrate and nitrite,1.04 ppm,0.14 ppm,10 ppm
Bethel Water Department,"Radium, combined (-226 &amp; -228)",0.12 pCi/L,0.05 pCi/L,5 pCi/L
Bethel Water Department,Total trihalomethanes (TTHMs)†,36.2 ppb,0.15 ppb,80 ppb
Bethel Water Department,Trichloroacetic acid,5.89 ppb,0.1 ppb,
Bethel Water Department,Barium,22.7 ppb,700 ppb,"2,000 ppb"
Bethel Water Department,Beryllium,0.0769 ppb,1 ppb,4 ppb
Bethel Water Department,Bromoform,0.460 ppb,0.5 ppb,
Bethel Water Department,Chromium (total),0.0923 ppb,,100 ppb
Bethel Water Department,Cyanide,0.0769 ppb,,200 ppb
Bethel Water Department,Fluoride,0.00769 ppm,,4 ppm
Bethel Water Department,Methoxychlor,0.00815 ppb,0.09 ppb,40 ppb
Bethel Water Department,Monobromoacetic acid,1.38 ppb,25 ppb,
Bethel Water Department,Monochloroacetic acid,1.05 ppb,53 ppb,
Bethel Water Department,Selenium,0.215 ppb,30 ppb,50 ppb
Bethel Water Department,Silver,0.0577 ppb,,
Bethel Water Department,None,,,
Aquarion Water - NH,Arsenic,2.50 ppb,0.004 ppb,10 ppb
Aquarion Water - NH,Bromodichloromethane,0.498 ppb,0.06 ppb,
Aquarion Water - NH,Chromium (hexavalent),0.128 ppb,0.02 ppb,
Aquarion Water - NH,Dibromoacetic acid,2.73 ppb,0.04 ppb,
Aquarion Water - NH,Dibromochloromethane,0.734 ppb,0.1 ppb,
Aquarion Water - NH,Haloacetic acids (HAA5)†,3.09 ppb,0.1 ppb,60 ppb
Aquarion Water - NH,Haloacetic acids (HAA9)†,10.3 ppb,0.06 ppb,
Aquarion Water - NH,Nitrate,1.67 ppm,0.14 ppm,10 ppm
Aquarion Water - NH,Perfluorooctanoic acid (PFOA),1.12 ppt,0.007 ppt,
Aquarion Water - NH,"Radium, combined (-226 &amp; -228)",0.92 pCi/L,0.05 pCi/L,5 pCi/L
Aquarion Water - NH,Total trihalomethanes (TTHMs)†,3.58 ppb,0.15 ppb,80 ppb
Aquarion Water - NH,Barium,20.8 ppb,700 ppb,"2,000 ppb"
Aquarion Water - NH,Bromoform,0.353 ppb,0.5 ppb,
Aquarion Water - NH,Chlorate,67.1 ppb,210 ppb,
Aquarion Water - NH,Chloroform,0.305 ppb,0.4 ppb,
Aquarion Water - NH,Chromium (total),0.105 ppb,,100 ppb
Aquarion Water - NH,Dichloroacetic acid,0.363 ppb,0.2 ppb,
Aquarion Water - NH,Fluoride,0.0180 ppm,,4 ppm
Aquarion Water - NH,Manganese,24.5 ppb,100 ppb,
Aquarion Water - NH,Perfluoroheptanoic acid (PFHPA),0.750 ppt,1 ppt,
Aquarion Water - NH,Perfluorohexane sulfonate (PFHXS),0.110 ppt,1 ppt,
Aquarion Water - NH,Perfluorooctane sulfonate (PFOS),0.617 ppt,1 ppt,
Aquarion Water - NH,Selenium,0.0440 ppb,30 ppb,50 ppb
Aquarion Water - NH,Strontium,0.190 ppb,"1,500 ppb",
Aquarion Water - NH,Uranium,0.47 pCi/L,0.43 pCi/L,20 pCi/L
Aquarion Water - NH,Vanadium,0.0110 ppb,21 ppb,
Aquarion Water - NH,None,,,
Ossining Water Department,Bromodichloromethane,11.8 ppb,0.06 ppb,
Ossining Water Department,Chloroform,37.4 ppb,0.4 ppb,
Ossining Water Department,Chromium (hexavalent),0.0780 ppb,0.02 ppb,
Ossining Water Department,Dibromoacetic acid,0.0809 ppb,0.04 ppb,
Ossining Water Department,Dibromochloromethane,2.59 ppb,0.1 ppb,
Ossining Water Department,Dichloroacetic acid,15.8 ppb,0.2 ppb,
Ossining Water Department,Haloacetic acids (HAA5)†,31.2 ppb,0.1 ppb,60 ppb
Ossining Water Department,Haloacetic acids (HAA9)†,39.4 ppb,0.06 ppb,
Ossining Water Department,Nitrate,0.393 ppm,0.14 ppm,10 ppm
Ossining Water Department,Total trihalomethanes (TTHMs)†,51.8 ppb,0.15 ppb,80 ppb
Ossining Water Department,Trichloroacetic acid,15.3 ppb,0.1 ppb,
Ossining Water Department,Barium,29.1 ppb,700 ppb,"2,000 ppb"
Ossining Water Department,Chromium (total),0.109 ppb,,100 ppb
Ossining Water Department,Di(2-ethylhexyl) phthalate,0.0623 ppb,3 ppb,6 ppb
Ossining Water Department,Fluoride,0.381 ppm,,4 ppm
Ossining Water Department,Manganese,0.531 ppb,100 ppb,
Ossining Water Department,Strontium,0.0896 ppb,"1,500 ppb",
Ossining Water Department,None,,,
Sleepy Hollow (village),Bromodichloromethane,3.20 ppb,0.06 ppb,
Sleepy Hollow (village),Chloroform,26.0 ppb,0.4 ppb,
Sleepy Hollow (village),Dichloroacetic acid,13.8 ppb,0.2 ppb,
Sleepy Hollow (village),Haloacetic acids (HAA5)†,34.7 ppb,0.1 ppb,60 ppb
Sleepy Hollow (village),Manganese,264.7 ppb,100 ppb,
Sleepy Hollow (village),Total trihalomethanes (TTHMs)†,29.2 ppb,0.15 ppb,80 ppb
Sleepy Hollow (village),Trichloroacetic acid,19.9 ppb,0.1 ppb,
Sleepy Hollow (village),Barium,16.8 ppb,700 ppb,"2,000 ppb"
Sleepy Hollow (village),Cyanide,0.483 ppb,,200 ppb
Sleepy Hollow (village),Di(2-ethylhexyl) phthalate,0.152 ppb,3 ppb,6 ppb
Sleepy Hollow (village),Dibromochloromethane,0.0604 ppb,0.1 ppb,
Sleepy Hollow (village),Fluoride,0.662 ppm,,4 ppm
Sleepy Hollow (village),Monochloroacetic acid,0.982 ppb,53 ppb,
Sleepy Hollow (village),Nitrate,0.166 ppm,0.14 ppm,10 ppm
Sleepy Hollow (village),Nitrate and nitrite,0.166 ppm,0.14 ppm,10 ppm
Sleepy Hollow (village),Pentachlorophenol,0.0330 ppb,0.3 ppb,1 ppb
Sleepy Hollow (village),None,,,
Pleasantville Water Company,Haloacetic acids (HAA5)†,0.545 ppb,0.1 ppb,60 ppb
Pleasantville Water Company,Nitrate,6.48 ppm,0.14 ppm,10 ppm
Pleasantville Water Company,"Radium, combined (-226 &amp; -228)*",0.91 pCi/L,0.05 pCi/L,5 pCi/L
Pleasantville Water Company,Total trihalomethanes (TTHMs)†,8.36 ppb,0.15 ppb,80 ppb
Pleasantville Water Company,Uranium*,1.68 pCi/L,0.43 pCi/L,20 pCi/L
Pleasantville Water Company,Fluoride*,0.0780 ppm,,4 ppm
Pleasantville Water Company,Selenium*,1.70 ppb,30 ppb,50 ppb
Pleasantville Road Water District,Bromochloroacetic acid*,0.820 ppb,0.02 ppb,
Pleasantville Road Water District,Bromodichloromethane,2.58 ppb,0.06 ppb,
Pleasantville Road Water District,Chloroform,11.9 ppb,0.4 ppb,
Pleasantville Road Water District,Chromium (hexavalent)*,0.0580 ppb,0.02 ppb,
Pleasantville Road Water District,Dibromochloromethane,0.809 ppb,0.1 ppb,
Pleasantville Road Water District,Dichloroacetic acid,3.07 ppb,0.2 ppb,
Pleasantville Road Water District,Haloacetic acids (HAA5)†,5.63 ppb,0.1 ppb,60 ppb
Pleasantville Road Water District,Haloacetic acids (HAA9)*†,7.32 ppb,0.06 ppb,
